Retailer Name,Retailer ID,Invoice Date,Region,State,District,Product,Price per Unit (INR),Units Sold,Total Sales (INR),Operating Profit (INR),Sales Method
Best Path Store,35884,9/5/2020,South,Karnataka,Mysore,Boots,4791,83,397653,54317.15299,Offline
Great Shoe Place,99115,4/13/2022,West,Maharashtra,Mumbai,Heels,4536,83,376488,63487.75859,Online
Prime Style Outlet,93978,10/8/2018,West,Maharashtra,Mumbai,Sneakers,2928,9,26352,3617.088803,Offline
Exclusive Footwear Boutique,22382,5/15/2020,South,Tamil Nadu,Madurai,Sneakers,2191,39,85449,13223.10629,Offline
Top Fashion Emporium,86111,6/10/2020,West,Maharashtra,Pune,Boots,4862,47,228514,42794.57637,Online
Great Style Emporium,92271,7/2/2020,North,Punjab,Jalandhar,Sandals,1047,12,12564,2117.034006,Offline
Fresh Path Mart,30299,7/13/2019,South,Tamil Nadu,Madurai,Heels,4419,84,371196,81050.95858,Online
Reliable Shoe Mart,99510,11/13/2022,South,Tamil Nadu,Coimbatore,Sandals,1133,58,65714,15804.67068,Online
New Shoe Mart,10980,8/19/2021,South,Tamil Nadu,Madurai,Formal Shoes,928,48,44544,6401.360004,Offline
Great Run Place,72664,12/7/2023,North,Punjab,Amritsar,Sandals,1970,64,126080,29319.33707,Online
Top Journey Mart,54005,5/15/2019,East,West Bengal,Kolkata,Heels,3470,42,145740,27659.46241,Online
Urban Style Company,36146,1/26/2023,East,West Bengal,Howrah,Boots,4956,13,64428,7582.266437,Offline
Great Run Store,43888,9/20/2020,South,Tamil Nadu,Chennai,Sneakers,3256,13,42328,7438.296727,Offline
Prime Step Store,95425,4/10/2020,North,Punjab,Amritsar,Sandals,4720,63,297360,44600.86324,Online
Prime Step Store,95425,9/28/2022,East,West Bengal,Kolkata,Sneakers,1027,83,85241,10248.63762,Offline
Great Run Place,72664,11/22/2022,South,Karnataka,Hubli,Sneakers,3639,88,320232,38898.36169,Offline
Top Footwear Hub,65756,2/2/2019,North,Punjab,Jalandhar,Heels,2958,72,212976,43352.18218,Offline
Reliable Style Mart,20591,4/5/2023,West,Maharashtra,Mumbai,Boots,3972,28,111216,29917.20517,Offline
New Shoe Outlet,72342,4/15/2019,West,Maharashtra,Nagpur,Sneakers,4227,74,312798,73064.30289,Offline
Best Path Store,35884,2/4/2021,South,Tamil Nadu,Chennai,Boots,3841,25,96025,10907.36869,Online
Top Footwear Hub,65756,8/26/2023,South,Tamil Nadu,Madurai,Sneakers,3953,71,280663,73818.44662,Offline
Top Journey Store,45327,2/2/2022,West,Maharashtra,Pune,Formal Shoes,916,24,21984,2480.083134,Online
Great Step Co,54022,12/24/2023,North,Punjab,Ludhiana,Sneakers,2131,30,63930,14694.61107,Offline
Best Walk Hub,25862,9/4/2022,East,West Bengal,Howrah,Sandals,2097,80,167760,33516.16716,Offline
Urban Footwear Store,51441,11/9/2018,South,Tamil Nadu,Madurai,Heels,3290,86,282940,78094.78928,Offline
New Style Company,34462,12/27/2021,South,Tamil Nadu,Madurai,Formal Shoes,2785,20,55700,12945.43313,Online
New Journey Co,19451,11/13/2023,West,Maharashtra,Mumbai,Heels,4516,31,139996,15267.50678,Online
Quality Style Boutique,16925,1/11/2019,North,Punjab,Amritsar,Heels,1673,4,6692,1840.005774,Offline
Fresh Footwear Emporium,69166,5/9/2018,East,West Bengal,Kolkata,Sneakers,2025,10,20250,2421.012186,Offline
New Style Store,27780,6/16/2021,West,Maharashtra,Pune,Sandals,2728,6,16368,3654.938871,Online
Top Fashion Emporium,86111,9/19/2022,South,Tamil Nadu,Madurai,Sandals,609,8,4872,813.9931779,Online
Top Fashion Outlet,39127,10/1/2021,South,Karnataka,Hubli,Boots,2319,83,192477,41038.13892,Online
Quality Footwear Emporium,84613,5/11/2022,North,Punjab,Ludhiana,Formal Shoes,3685,72,265320,34800.44116,Offline
Great Path Outlet,68821,1/13/2018,West,Maharashtra,Mumbai,Sneakers,3623,48,173904,51359.77204,Online
Great Path Hub,98938,1/12/2018,East,West Bengal,Howrah,Sneakers,1247,96,119712,18224.85833,Offline
New Run Boutique,77711,12/7/2023,South,Tamil Nadu,Madurai,Heels,4597,63,289611,38702.88791,Online
Quality Path Boutique,38392,8/1/2020,North,Punjab,Ludhiana,Sandals,2621,38,99598,16929.51703,Online
Urban Style Store,30361,9/1/2019,East,West Bengal,Howrah,Boots,1267,81,102627,23067.00763,Offline
Exclusive Walk Company,80530,4/13/2018,South,Tamil Nadu,Coimbatore,Formal Shoes,1465,71,104015,24769.06815,Offline
Reliable Shoe Company,33198,6/17/2020,North,Punjab,Jalandhar,Sneakers,1730,58,100340,14180.13659,Offline
Quality Journey Hub,81928,5/16/2022,North,Punjab,Amritsar,Sandals,3646,97,353662,101393.3129,Offline
Reliable Walk Place,14387,1/14/2023,South,Tamil Nadu,Coimbatore,Heels,3990,96,383040,79896.15182,Online
Quality Path Boutique,38392,11/27/2021,South,Tamil Nadu,Chennai,Formal Shoes,1747,22,38434,7113.43319,Online
Quality Shoe Place,38042,8/1/2019,East,West Bengal,Howrah,Boots,2265,73,165345,35609.85622,Offline
New Step Outlet,56788,6/13/2018,East,West Bengal,Darjeeling,Sandals,4336,37,160432,22468.0902,Offline
Urban Run Co,11736,3/21/2021,West,Maharashtra,Nagpur,Sandals,3867,50,193350,38459.51283,Online
Great Run Store,43888,12/11/2020,East,West Bengal,Kolkata,Boots,4168,95,395960,81479.17362,Online
Prime Trend Mart,45695,2/1/2023,West,Maharashtra,Pune,Heels,3520,60,211200,45402.71234,Offline
Quality Path Boutique,38392,6/18/2019,South,Karnataka,Mysore,Sneakers,4142,31,128402,13647.38217,Online
Prime Fashion Outlet,76367,3/22/2021,North,Punjab,Jalandhar,Sneakers,4766,53,252598,46014.95915,Online
Urban Fashion Co,27359,7/10/2022,South,Karnataka,Hubli,Sneakers,1532,66,101112,11619.89581,Online
Quality Step Store,63926,5/18/2020,East,West Bengal,Darjeeling,Sneakers,3538,96,339648,83929.38743,Offline
Reliable Trend Store,73756,11/21/2019,South,Karnataka,Mysore,Boots,2283,1,2283,234.3140144,Online
Top Fashion Hub,87249,3/16/2020,South,Tamil Nadu,Chennai,Formal Shoes,4440,42,186480,27028.22246,Offline
Quality Walk Outlet,22827,8/21/2021,East,West Bengal,Darjeeling,Boots,983,10,9830,2679.203135,Offline
Best Fashion Emporium,82971,11/22/2020,South,Karnataka,Mysore,Sneakers,3515,43,151145,26623.98914,Offline
Reliable Journey Emporium,27590,4/30/2023,South,Karnataka,Hubli,Sandals,3746,51,191046,35799.90511,Offline
Reliable Step Place,20641,12/18/2022,North,Punjab,Ludhiana,Heels,3795,50,189750,52837.62504,Online
Urban Fashion Emporium,94689,6/12/2023,North,Punjab,Jalandhar,Sneakers,4302,2,8604,2224.076928,Offline
Great Shoe Co,39528,1/3/2020,East,West Bengal,Kolkata,Heels,1098,74,81252,8422.664146,Offline
Urban Journey Company,32934,11/19/2022,South,Karnataka,Mysore,Sandals,3934,39,153426,42182.37229,Online
Great Style Boutique,36829,7/5/2018,South,Tamil Nadu,Madurai,Formal Shoes,946,21,19866,4060.220149,Offline
Urban Style Place,37451,8/27/2020,East,West Bengal,Howrah,Sneakers,3397,1,3397,1005.571772,Offline
Urban Footwear Store,51441,8/8/2018,West,Maharashtra,Mumbai,Heels,1657,60,99420,10011.1827,Online
Prime Footwear Place,21941,9/24/2021,South,Tamil Nadu,Madurai,Boots,2596,81,210276,26580.43162,Offline
Prime Run Hub,46837,1/11/2023,East,West Bengal,Kolkata,Formal Shoes,995,47,46765,9854.082446,Online
Best Fashion Company,45328,12/24/2020,West,Maharashtra,Pune,Formal Shoes,1919,97,186143,40814.44218,Online
Reliable Walk Boutique,25626,7/16/2019,East,West Bengal,Howrah,Boots,733,92,67436,15903.17974,Online
Top Journey Mart,54005,1/11/2023,East,West Bengal,Howrah,Heels,2415,15,36225,8606.650237,Offline
Great Fashion Mart,69107,7/13/2022,South,Karnataka,Mysore,Sandals,3166,71,224786,51638.34788,Online
Quality Shoe Boutique,73363,1/18/2020,North,Punjab,Amritsar,Formal Shoes,2945,13,38285,3946.450094,Offline
Great Fashion Co,29437,5/9/2021,South,Karnataka,Bengaluru,Sneakers,919,75,68925,10675.4574,Online
Urban Fashion Emporium,94689,3/29/2022,South,Karnataka,Mysore,Formal Shoes,1616,85,137360,39070.82732,Online
Quality Path Boutique,38392,11/18/2022,West,Maharashtra,Nagpur,Heels,3405,63,214515,27159.3226,Online
Top Run Emporium,50829,7/27/2020,South,Karnataka,Mysore,Formal Shoes,4909,43,211087,25043.52331,Offline
Best Fashion Co,77338,8/14/2018,East,West Bengal,Darjeeling,Formal Shoes,2589,89,230421,33403.97082,Online
Reliable Journey Store,89527,4/13/2023,West,Maharashtra,Pune,Heels,4187,20,83740,17341.88295,Online
Quality Walk Emporium,54015,3/24/2019,East,West Bengal,Darjeeling,Formal Shoes,2948,50,147400,29836.54371,Online
Fresh Path Company,53667,5/16/2021,East,West Bengal,Kolkata,Heels,4939,4,19756,2257.613022,Online
New Step Outlet,56788,1/13/2023,South,Tamil Nadu,Chennai,Heels,3149,42,132258,14849.86165,Offline
Top Shoe Boutique,70911,10/6/2022,South,Tamil Nadu,Coimbatore,Sneakers,4113,60,246780,37410.11185,Online
Reliable Shoe Place,73287,2/8/2019,North,Punjab,Amritsar,Boots,2464,44,108416,21041.51959,Online
Fresh Shoe Company,92129,10/18/2019,North,Punjab,Ludhiana,Heels,2941,46,135286,29568.00014,Online
Best Journey Hub,98556,9/29/2020,East,West Bengal,Howrah,Formal Shoes,4657,23,107111,14230.86765,Online
Great Footwear Company,40913,12/23/2018,East,West Bengal,Kolkata,Boots,4527,64,289728,84129.65904,Online
Fresh Fashion Emporium,91413,7/23/2023,South,Tamil Nadu,Chennai,Formal Shoes,675,75,50625,11054.83618,Offline
Quality Style Hub,41615,10/29/2023,West,Maharashtra,Pune,Sneakers,3380,14,47320,9904.536207,Online
New Style Company,34462,9/14/2022,South,Tamil Nadu,Coimbatore,Sneakers,2011,66,132726,34262.5544,Online
Fresh Shoe Company,92129,12/4/2023,South,Tamil Nadu,Madurai,Sandals,3171,67,212457,54681.95786,Offline
Best Fashion Company,45328,5/10/2019,North,Punjab,Ludhiana,Sandals,2601,54,140454,36051.96012,Online
Prime Shoe Mart,78859,8/29/2023,South,Tamil Nadu,Chennai,Sandals,1260,22,27720,2842.737674,Offline
New Footwear Outlet,53960,9/27/2019,North,Punjab,Jalandhar,Boots,3166,35,110810,26769.30952,Offline
Urban Journey Outlet,93467,6/4/2018,West,Maharashtra,Mumbai,Boots,2055,32,65760,9389.992828,Online
New Footwear Outlet,53960,7/23/2018,North,Punjab,Amritsar,Boots,2591,41,106231,30762.15043,Offline
Quality Path Boutique,38392,10/4/2022,South,Tamil Nadu,Coimbatore,Heels,3902,86,335572,93486.27861,Offline
Best Shoe Place,18959,1/9/2020,North,Punjab,Amritsar,Sneakers,3824,14,53536,12486.54367,Offline
Top Style Co,28078,8/27/2022,South,Karnataka,Hubli,Sneakers,3261,33,107613,20713.47833,Offline
Fresh Style Hub,65840,2/12/2018,North,Punjab,Jalandhar,Sandals,2831,92,260452,30941.62907,Offline
Prime Shoe Emporium,81135,10/1/2021,South,Tamil Nadu,Madurai,Heels,3438,93,319734,51045.23634,Online
Reliable Run Place,38827,1/29/2022,South,Tamil Nadu,Chennai,Sneakers,2472,31,76632,11169.55105,Online
Quality Step Company,69462,7/16/2018,North,Punjab,Jalandhar,Sandals,3960,62,245520,26826.24478,Offline
Best Journey Boutique,77242,11/29/2023,South,Tamil Nadu,Madurai,Formal Shoes,3194,18,57492,10795.10142,Offline
Fresh Shoe Company,92129,2/11/2021,West,Maharashtra,Nagpur,Formal Shoes,967,19,18373,3045.989453,Offline
Great Trend Hub,77223,4/13/2020,East,West Bengal,Kolkata,Boots,3360,42,141120,33918.5538,Online
Reliable Path Store,58471,5/3/2023,North,Punjab,Amritsar,Sandals,3134,43,134762,34189.67988,Offline
Reliable Journey Emporium,27590,3/28/2021,South,Tamil Nadu,Madurai,Sandals,3699,57,210843,38431.60305,Online
Reliable Path Store,58471,8/21/2018,South,Karnataka,Bengaluru,Sandals,804,98,78792,14993.67735,Online
Best Footwear Boutique,54410,8/19/2021,South,Karnataka,Mysore,Formal Shoes,3184,61,194224,25176.83387,Online
Prime Step Store,95425,9/7/2023,South,Karnataka,Hubli,Sneakers,4468,45,201060,21576.1796,Online
Exclusive Style Hub,77676,6/20/2023,West,Maharashtra,Pune,Heels,4716,99,466884,49101.20031,Online
Fresh Journey Place,36243,4/19/2018,South,Tamil Nadu,Chennai,Heels,1208,15,18120,2897.491691,Online
Top Shoe Boutique,70911,9/4/2020,West,Maharashtra,Mumbai,Formal Shoes,1624,90,146160,39574.97989,Offline
Top Fashion Mart,42268,4/13/2018,North,Punjab,Jalandhar,Boots,1547,18,27846,6153.687915,Offline
Best Journey Boutique,77242,12/24/2021,South,Tamil Nadu,Chennai,Heels,3652,67,244684,40741.22493,Online
Best Journey Boutique,77242,5/23/2023,East,West Bengal,Kolkata,Boots,1696,12,20352,4083.60121,Offline
Top Step Store,39832,4/6/2020,South,Karnataka,Hubli,Formal Shoes,4815,68,327420,68998.63507,Offline
New Style Store,27780,3/22/2018,West,Maharashtra,Nagpur,Heels,2918,96,280128,46464.0578,Offline
Top Trend Mart,49700,10/21/2019,South,Karnataka,Mysore,Sandals,3761,3,11283,2396.392195,Offline
Exclusive Run Co,48480,3/7/2021,East,West Bengal,Kolkata,Formal Shoes,737,90,66330,13559.65915,Offline
Urban Journey Outlet,93467,7/30/2022,West,Maharashtra,Nagpur,Formal Shoes,3850,92,354200,91298.59988,Online
Quality Path Boutique,38392,9/30/2019,South,Tamil Nadu,Chennai,Heels,1918,11,21098,4793.69962,Offline
Fresh Style Boutique,48028,9/29/2021,East,West Bengal,Darjeeling,Boots,733,61,44713,7815.899645,Online
Prime Shoe Company,19149,7/16/2020,South,Tamil Nadu,Coimbatore,Formal Shoes,1873,60,112380,11694.69939,Online
Great Style Emporium,92271,8/10/2018,South,Tamil Nadu,Chennai,Sneakers,636,38,24168,5164.185228,Offline
Top Path Emporium,46367,5/14/2021,South,Karnataka,Mysore,Heels,4378,30,131340,21040.66212,Offline
Urban Path Hub,32675,11/21/2023,South,Karnataka,Mysore,Sneakers,4690,35,164150,46967.71397,Online
Prime Shoe Mart,78859,7/17/2022,South,Karnataka,Hubli,Sneakers,2022,41,82902,20854.11805,Offline
Top Trend Place,74681,11/6/2019,West,Maharashtra,Pune,Heels,594,68,40392,8045.890118,Offline
Reliable Step Place,20641,10/14/2019,East,West Bengal,Darjeeling,Sandals,1908,22,41976,10631.20724,Online
Great Trend Outlet,55090,11/10/2021,South,Tamil Nadu,Madurai,Sandals,2819,58,163502,44261.60349,Offline
Prime Trend Mart,45695,12/18/2022,South,Tamil Nadu,Madurai,Sandals,1337,17,22729,2956.586291,Online
Great Trend Emporium,93867,12/5/2023,South,Tamil Nadu,Coimbatore,Heels,1546,92,142232,33103.03804,Offline
Great Journey Company,64864,11/28/2023,East,West Bengal,Darjeeling,Formal Shoes,1152,79,91008,15452.10884,Online
Urban Journey Company,32934,9/26/2023,South,Karnataka,Bengaluru,Boots,4053,41,166173,26011.86265,Online
Great Trend Outlet,55090,8/26/2018,South,Tamil Nadu,Madurai,Sneakers,3774,27,101898,20593.60375,Online
Best Journey Hub,98556,3/28/2021,North,Punjab,Amritsar,Sandals,4059,74,300366,49500.09781,Online
Best Fashion Boutique,78261,8/10/2019,North,Punjab,Ludhiana,Sandals,3648,93,339264,45998.2001,Offline
Prime Run Co,20463,5/17/2021,South,Tamil Nadu,Chennai,Formal Shoes,626,19,11894,1403.227251,Online
New Shoe Outlet,72342,4/12/2021,West,Maharashtra,Nagpur,Heels,955,47,44885,6473.506584,Offline
Reliable Path Store,58471,7/12/2021,South,Karnataka,Bengaluru,Sandals,2158,54,116532,19795.4113,Offline
Great Shoe Boutique,54977,8/9/2020,North,Punjab,Ludhiana,Sneakers,3077,10,30770,6151.939951,Online
Fresh Footwear Store,20598,10/11/2023,East,West Bengal,Darjeeling,Boots,1880,99,186120,51351.86866,Offline
Great Journey Store,15415,9/4/2020,South,Tamil Nadu,Madurai,Heels,976,53,51728,7051.893491,Offline
Great Step Place,42978,6/1/2022,South,Karnataka,Hubli,Sneakers,3294,54,177876,19134.88088,Online
Great Trend Emporium,93867,11/16/2019,East,West Bengal,Kolkata,Formal Shoes,2601,3,7803,1096.78301,Online
Prime Walk Boutique,83635,12/24/2022,East,West Bengal,Howrah,Sneakers,2323,94,218362,27211.48323,Offline
Prime Step Store,95425,5/1/2023,South,Karnataka,Hubli,Boots,3560,85,302600,35545.22576,Online
Reliable Style Boutique,71882,3/30/2022,North,Punjab,Ludhiana,Sneakers,3248,37,120176,13823.45466,Online
Great Fashion Co,29437,6/28/2021,East,West Bengal,Howrah,Sneakers,541,52,28132,6069.661675,Offline
Great Path Place,88434,5/12/2018,North,Punjab,Ludhiana,Sneakers,4196,77,323092,34575.14684,Offline
Top Footwear Company,82005,7/7/2019,South,Karnataka,Mysore,Heels,2968,97,287896,34768.64324,Offline
Quality Walk Outlet,22827,6/23/2023,West,Maharashtra,Mumbai,Sandals,2028,13,26364,4442.143635,Online
Great Shoe Place,99115,9/4/2019,East,West Bengal,Howrah,Boots,1522,53,80666,18412.17624,Online
Exclusive Run Mart,22489,6/30/2020,South,Karnataka,Hubli,Sneakers,3722,90,334980,81834.85836,Offline
Exclusive Style Hub,77676,8/19/2021,East,West Bengal,Howrah,Formal Shoes,902,27,24354,6727.099832,Online
Quality Path Co,99670,11/8/2021,East,West Bengal,Kolkata,Formal Shoes,769,49,37681,4297.430351,Offline
Exclusive Step Store,58842,3/23/2019,South,Tamil Nadu,Chennai,Heels,4047,17,68799,19228.23473,Online
Best Step Co,89317,3/6/2023,West,Maharashtra,Nagpur,Sandals,3676,94,345544,56064.0899,Offline
Best Journey Emporium,71418,5/15/2020,South,Tamil Nadu,Chennai,Heels,3618,52,188136,45886.8099,Online
Great Path Hub,98938,5/22/2018,East,West Bengal,Howrah,Sandals,2627,76,199652,23624.85619,Online
Prime Shoe Emporium,81135,1/24/2023,South,Karnataka,Mysore,Sandals,3171,15,47565,6018.964136,Offline
Quality Walk Outlet,22827,9/15/2023,East,West Bengal,Kolkata,Sandals,3022,87,262914,35239.2215,Online
Exclusive Walk Company,80530,11/26/2018,South,Karnataka,Hubli,Sandals,3038,77,233926,67230.25709,Online
Prime Run Emporium,14287,5/12/2018,South,Tamil Nadu,Chennai,Sandals,1084,41,44444,12059.78755,Online
New Run Place,24711,5/9/2023,South,Tamil Nadu,Madurai,Sneakers,2041,31,63271,11664.0123,Offline
Top Path Place,92034,9/26/2022,North,Punjab,Ludhiana,Sandals,4821,21,101241,14519.72281,Online
Urban Shoe Place,48908,12/4/2021,East,West Bengal,Kolkata,Sandals,4744,75,355800,44546.01716,Offline
Top Trend Place,74681,5/15/2022,South,Karnataka,Mysore,Boots,4378,68,297704,85306.98436,Offline
Urban Journey Company,32934,8/7/2019,West,Maharashtra,Mumbai,Sneakers,2949,66,194634,32367.08661,Online
Exclusive Step Company,80745,7/21/2023,South,Karnataka,Bengaluru,Boots,4996,31,154876,45779.67296,Online
Top Run Emporium,50829,9/25/2022,South,Karnataka,Bengaluru,Boots,2086,79,164794,22728.50001,Online
Urban Path Hub,32675,9/30/2018,West,Maharashtra,Pune,Boots,3247,88,285736,54159.87707,Offline
Prime Walk Outlet,84698,2/9/2018,South,Tamil Nadu,Madurai,Sandals,3024,11,33264,6558.546145,Online
Exclusive Walk Company,80530,8/21/2021,East,West Bengal,Howrah,Sneakers,4704,86,404544,58279.70694,Offline
New Step Outlet,56788,2/3/2023,East,West Bengal,Darjeeling,Sandals,4276,34,145384,16355.95491,Online
Quality Step Store,63926,10/31/2019,North,Punjab,Ludhiana,Boots,4814,39,187746,38393.64931,Offline
Top Footwear Co,33817,6/12/2018,South,Karnataka,Hubli,Sneakers,4871,66,321486,95521.26613,Offline
Prime Style Hub,66818,3/6/2023,South,Karnataka,Bengaluru,Heels,2857,4,11428,2754.929383,Online
New Step Mart,44273,9/15/2023,West,Maharashtra,Nagpur,Formal Shoes,4343,9,39087,11605.04539,Offline
Quality Step Company,69462,5/15/2023,East,West Bengal,Darjeeling,Boots,3926,12,47112,11905.66398,Offline
Reliable Style Boutique,71882,11/1/2018,North,Punjab,Jalandhar,Heels,4927,39,192153,49760.74464,Offline
Urban Fashion Co,27359,8/26/2022,North,Punjab,Amritsar,Heels,3173,33,104709,14898.12771,Online
Prime Style Hub,66818,8/12/2021,South,Karnataka,Mysore,Formal Shoes,1259,97,122123,19424.92527,Online
Prime Footwear Place,21941,9/30/2018,South,Karnataka,Mysore,Heels,3755,33,123915,19195.28261,Online
Best Fashion Boutique,78261,3/26/2018,South,Karnataka,Hubli,Sandals,1896,65,123240,25523.01639,Offline
New Run Boutique,77711,7/31/2021,North,Punjab,Amritsar,Formal Shoes,3767,23,86641,23024.27117,Online
Top Trend Company,29981,9/22/2020,West,Maharashtra,Mumbai,Sneakers,997,77,76769,17350.0355,Offline
Great Trend Hub,77223,1/26/2018,South,Tamil Nadu,Coimbatore,Heels,1500,69,103500,28410.71845,Online
Quality Shoe Place,38042,2/12/2021,North,Punjab,Ludhiana,Boots,3698,70,258860,39729.20413,Online
Fresh Path Mart,30299,4/18/2023,South,Tamil Nadu,Chennai,Boots,1938,78,151164,17406.79091,Offline
Prime Walk Outlet,84698,11/10/2020,West,Maharashtra,Mumbai,Sneakers,2846,60,170760,43232.7555,Offline
Urban Path Mart,62341,12/19/2018,North,Punjab,Amritsar,Sneakers,1219,96,117024,13541.56604,Offline
Great Journey Store,15415,3/23/2021,North,Punjab,Amritsar,Sneakers,1891,75,141825,31317.44131,Offline
New Walk Store,63327,1/8/2023,North,Punjab,Amritsar,Heels,2709,76,205884,26125.2822,Online
Reliable Style Mart,20591,4/8/2019,East,West Bengal,Darjeeling,Boots,3514,73,256522,26476.60439,Online
Urban Path Hub,32675,7/9/2022,West,Maharashtra,Pune,Sneakers,3306,5,16530,1964.746762,Offline
Great Journey Hub,81645,12/17/2022,North,Punjab,Ludhiana,Heels,1976,61,120536,30003.56983,Online
Fresh Shoe Company,92129,10/17/2022,North,Punjab,Ludhiana,Boots,1808,6,10848,2930.309815,Online
New Run Mart,72662,12/2/2023,West,Maharashtra,Mumbai,Boots,3278,71,232738,40639.30818,Offline
New Run Place,24711,7/15/2022,North,Punjab,Jalandhar,Formal Shoes,3075,31,95325,12715.2029,Offline
Best Footwear Boutique,54410,8/6/2023,West,Maharashtra,Mumbai,Boots,2016,81,163296,46619.75596,Online
Best Journey Boutique,77242,2/6/2023,South,Karnataka,Bengaluru,Sneakers,3244,38,123272,16473.89031,Online
Best Walk Emporium,60336,5/29/2019,South,Karnataka,Bengaluru,Formal Shoes,608,55,33440,6503.158328,Online
Prime Run Emporium,14287,5/20/2021,South,Tamil Nadu,Coimbatore,Sandals,1780,6,10680,2425.180145,Online
Urban Fashion Co,27359,11/29/2018,West,Maharashtra,Nagpur,Formal Shoes,3137,86,269782,68940.63386,Online
Exclusive Fashion Place,59844,11/27/2019,West,Maharashtra,Mumbai,Boots,503,94,47282,12392.32594,Offline
Prime Run Co,20463,9/28/2018,North,Punjab,Ludhiana,Boots,1810,32,57920,16828.97614,Online
Urban Fashion Store,66946,10/18/2023,North,Punjab,Jalandhar,Boots,2171,96,208416,21781.07092,Offline
Fresh Style Boutique,48028,3/1/2018,East,West Bengal,Howrah,Heels,3738,92,343896,67308.73623,Offline
Fresh Path Mart,30299,5/25/2019,South,Tamil Nadu,Chennai,Sandals,2954,7,20678,3044.951788,Offline
Great Shoe Store,94952,1/5/2018,South,Karnataka,Bengaluru,Sandals,1100,12,13200,3614.548879,Online
Quality Step Store,63926,8/24/2023,East,West Bengal,Howrah,Heels,1714,22,37708,5331.536913,Offline
Exclusive Run Mart,22489,7/22/2018,South,Karnataka,Mysore,Boots,1889,33,62337,17366.07733,Offline
New Path Store,64747,1/7/2022,South,Karnataka,Bengaluru,Formal Shoes,3683,22,81026,18282.51926,Offline
Great Journey Place,84685,9/23/2023,South,Karnataka,Mysore,Sandals,4971,74,367854,100497.4085,Online
Urban Run Co,11736,10/10/2020,West,Maharashtra,Mumbai,Sandals,2594,20,51880,5341.716013,Offline
Great Trend Outlet,55090,4/22/2018,North,Punjab,Amritsar,Sneakers,1445,52,75140,20778.57872,Online
Top Path Emporium,46367,5/7/2021,West,Maharashtra,Mumbai,Heels,1323,22,29106,2972.844468,Offline
Prime Trend Co,28439,8/2/2022,North,Punjab,Jalandhar,Sneakers,4665,66,307890,51663.85371,Online
Exclusive Run Mart,22489,6/9/2021,West,Maharashtra,Pune,Sneakers,1043,17,17731,2083.437133,Online
Prime Trend Co,28439,1/19/2018,South,Karnataka,Mysore,Formal Shoes,537,36,19332,3142.924189,Offline
Reliable Trend Outlet,49326,12/5/2020,South,Tamil Nadu,Chennai,Sneakers,4506,92,414552,99675.41801,Offline
Great Run Store,43888,10/23/2018,South,Karnataka,Mysore,Sneakers,4660,28,130480,15990.23576,Online
Quality Shoe Place,38042,10/9/2022,South,Karnataka,Bengaluru,Sandals,3966,91,360906,74416.1974,Offline
Top Fashion Hub,87249,8/25/2020,North,Punjab,Ludhiana,Heels,1145,75,85875,22403.90603,Online
Great Path Hub,98938,5/13/2018,North,Punjab,Jalandhar,Boots,1157,65,75205,20999.67742,Offline
Prime Shoe Hub,48103,1/7/2021,East,West Bengal,Kolkata,Sandals,1302,98,127596,17962.4159,Offline
Great Path Place,88434,12/1/2021,North,Punjab,Jalandhar,Heels,2910,59,171690,41004.26475,Online
Prime Fashion Outlet,76367,6/23/2021,West,Maharashtra,Nagpur,Formal Shoes,4126,3,12378,3304.369908,Offline
Top Footwear Co,33817,8/23/2023,South,Karnataka,Hubli,Sneakers,3161,94,297134,38623.39927,Offline
Great Footwear Company,40913,11/9/2020,East,West Bengal,Howrah,Formal Shoes,4869,40,194760,26662.40253,Online
New Fashion Mart,17319,4/17/2018,North,Punjab,Amritsar,Heels,3240,36,116640,19263.82397,Online
Quality Style Hub,41615,11/3/2022,West,Maharashtra,Mumbai,Heels,2001,40,80040,14310.87224,Online
Fresh Path Mart,30299,10/25/2018,West,Maharashtra,Mumbai,Sandals,1501,35,52535,6952.938291,Offline
Best Walk Emporium,60336,10/14/2018,North,Punjab,Amritsar,Formal Shoes,3965,60,237900,30748.40163,Online
Exclusive Fashion Company,17588,7/3/2022,East,West Bengal,Howrah,Formal Shoes,4830,34,164220,28851.87293,Online
Prime Shoe Place,51233,8/13/2021,West,Maharashtra,Mumbai,Boots,1758,48,84384,9684.793898,Online
Quality Footwear Emporium,84613,2/9/2020,West,Maharashtra,Nagpur,Formal Shoes,3751,36,135036,34118.85777,Offline
Fresh Style Store,31353,12/13/2022,South,Tamil Nadu,Madurai,Boots,966,63,60858,15120.08329,Online
Best Walk Emporium,60336,11/28/2018,North,Punjab,Jalandhar,Sandals,2900,47,136300,21778.67341,Online
Reliable Run Place,38827,2/14/2022,West,Maharashtra,Nagpur,Boots,1687,37,62419,18553.27931,Offline
Top Run Store,99097,8/7/2023,South,Tamil Nadu,Madurai,Sneakers,2830,61,172630,29053.01198,Offline
Top Fashion Emporium,86111,5/6/2022,North,Punjab,Jalandhar,Sneakers,4663,15,69945,12624.36421,Online
Best Journey Hub,98556,2/11/2021,West,Maharashtra,Nagpur,Sandals,2092,54,112968,31530.07216,Online
Prime Shoe Mart,78859,5/22/2018,South,Karnataka,Bengaluru,Sandals,4897,2,9794,2494.220146,Offline
